sfid,meid,line_start,col_start,line_end,col_end
7716910,272337505,12,4,12,5
7717554,273158389,194,4,194,5
7718498,272389878,130,10,130,15
7720408,272481975,26,23,26,24
7720636,272462206,17,5,17,5
772079,22630174,23,4,23,5
7722122,272498632,29,3,29,3
7722533,272511182,29,1,29,1
7723948,274713714,175,69,175,70
7725413,272657064,23,0,23,1
7726179,272741375,9,35,9,36
7726569,272725201,96,12,96,15
7728099,272704098,4,3,4,15
7729169,272799724,7,1,7,7
7729783,272775444,129,29,129,30
7730440,272942713,22,41,22,42
7732501,272850159,17,46,17,47
7732690,274952145,31,5,31,5
7736947,272981972,62,0,62,1
7744151,273136558,19,18,19,23
7744158,273130042,54,0,54,1
7745905,273160366,41,1,41,1
774827,18229105,35,0,35,1
7748576,273236547,4,0,4,1
7749392,277916315,277,54,277,55
77518,1672295,111,4,111,5
7753296,279276014,241,47,241,48
7755532,273505247,61,51,61,52
7756027,273492358,8,6,8,9
7757975,291388042,483,7,483,10
7761705,274109819,71,21,71,25
7764247,282497935,113,1,113,1
7765122,273788233,16,1,16,7
7768048,273924399,45,12,45,13
7768087,274056114,103,12,103,13
7768221,273956214,41,1,41,1
7773141,280868191,63,1,63,1
7774159,274869192,116,105,116,108
7778208,274314251,133,4,133,5
7778895,274304421,15,5,15,5
7779090,274311827,9,8,9,9
7779441,278684089,129,4,129,5
777997,18333056,14,23,14,24
7780459,274383520,113,3,113,3
778278,18326741,13,4,13,5
7782919,281333022,174,12,174,13
7783002,275314746,4,27,4,28
7783481,274438178,183,0,183,1
7785382,274520421,9,0,9,6
778541,18347324,28,4,28,5
7786820,274604600,22,12,22,13
7787125,274704901,241,47,241,48
7788116,289401451,28,4,28,8
7790486,275305683,62,8,62,9
7791135,274753669,13,7,13,8
7792163,274795805,69,43,69,44
7792173,274822760,23,38,23,39
779420,18366328,14,0,14,1
779420,18425415,45,8,45,14
7795166,274951472,210,4,210,5
779645,18401475,12,8,12,11
7799963,280154602,193,20,193,21
7802223,275118004,104,31,104,32
7802430,277601317,57,29,57,34
780321,20603981,25,32,25,33
7803421,275225443,99,0,99,1
7806375,275342025,100,101,100,102
7806854,279754239,54,4,54,11
7807152,276769186,89,4,89,10
7811371,275486875,74,5,74,11
7811815,275451926,55,3,55,3
7812581,275513524,40,4,40,5
7813060,275484213,116,24,116,25
781369,18448949,22,5,22,5
7813831,275501749,7,28,7,29
7814664,325553963,247,24,247,25
7814873,275569788,59,20,59,21
7815558,275565050,12,1,12,1
7815662,275570811,73,52,73,53
782238,18540493,6,0,6,6
7824988,275962208,104,35,104,36
783058,18523096,6,4,6,5
7830910,277909213,150,30,150,37
7831674,277119919,20,18,20,19
7832045,276411102,70,78,70,79
7835183,276226637,28,0,28,1
7836136,279320168,10,4,10,5
7836783,276266169,65,2,65,4
783691,18588932,9,27,9,34
7838438,282492426,23,59,23,60
7839887,276370343,19,5,19,5
7840225,277678365,26,26,26,30
7843901,285765626,32,2,32,8
7844461,276538519,11,42,11,59
7847580,280281732,102,22,102,23
7847598,276672792,41,0,41,1
7847790,276650069,105,12,105,14
7850161,276701961,25,0,25,1
7850849,281905872,39,38,39,47
7852779,276805451,9,22,9,23
7855353,277087812,100,11,100,16
785763,18637469,7,6,7,7
7858283,280276195,232,82,232,83
7860344,277042790,99,0,99,1
7860505,277086159,153,30,153,31
7862613,277888538,9,4,9,9
7863161,277249786,89,22,89,29
7863975,277140096,17,5,17,5
7864954,277172512,13,0,13,1
7866028,277319314,124,113,124,114
7866444,277187718,21,0,21,6
7866660,277220128,42,1,42,1
786837,40221270,10,8,10,9
7868504,277274766,14,1,14,1
7868753,288255856,38,16,38,19
7870406,277330623,12,1,12,1
787267,18764102,33,0,33,0
7874108,277425912,37,26,37,29
7874924,277450670,36,8,36,9
7875766,277469360,1,0,1,7
787584,18731661,11,23,11,24
7876777,277507616,8,95,8,96
7879826,277576890,42,8,42,11
7882555,277711456,18,29,18,30
7884920,277734748,22,4,22,5
7887055,278251825,57,8,57,10
7887144,278307384,55,12,55,13
7888725,277851068,43,8,43,9
7892619,278031038,134,0,134,1
7892795,277953404,21,34,21,35
7892808,280785749,25,1,25,1
7894421,279848104,129,15,129,16
7898683,279408428,72,14,72,18
7900160,278203243,28,42,28,43
7902077,290752880,10,12,10,13
7904370,278365902,49,26,49,33
7905091,278363051,12,66,12,67
7906094,293321732,103,16,103,17
7909744,278472656,11,4,11,5
7911890,278521374,20,73,20,74
7912411,278805809,341,4,341,5
7913996,278595415,38,0,38,1
791441,18893572,22,18,22,19
791466,18932036,39,4,39,5
7915041,278623390,50,0,50,1
7916447,278672308,23,49,23,50
7916971,278698651,123,10,123,13
7917104,278690651,4,0,4,6
7917108,278702578,38,3,38,3
7918245,278728415,17,26,17,37
7921978,278857955,10,4,10,10
7922176,278860763,70,4,70,5
7926690,279142957,49,8,49,14
7926793,320288496,6,34,6,35
7927986,279266346,17,34,17,35
7929430,279545934,92,31,92,32
7930684,279177402,46,0,46,1
7931104,279786171,150,0,150,1
7931298,279233561,373,4,373,5
793182,18944580,27,1,27,1
7934599,279348325,239,56,239,57
7935893,279402292,86,1,86,1
7936871,279438009,26,1,26,1
7938701,279552686,116,12,116,15
7939696,279544424,49,16,49,18
7941177,279600129,79,0,79,1
7942029,279615371,27,4,27,5
7944737,279714905,51,0,51,1
7945627,279817108,216,63,216,64
7946227,279749950,37,63,37,64
7950101,283325192,75,32,75,33
7950365,280907874,43,5,43,5
7950932,279902062,41,0,41,6
7951166,279922673,12,0,12,1
7952508,279965296,89,41,89,42
795543,19119064,29,53,29,57
795745,19020466,15,1,15,1
7958558,280125036,106,5,106,5
795856,19541540,33,7,33,9
795856,36320124,13,3,13,8
7958676,280122076,9,37,9,38
7960306,280184328,66,4,66,5
7960396,281902532,83,75,83,78
796076,19275366,48,12,48,13
796202,19050732,16,7,16,13
7962374,280238930,28,12,28,18
7962721,280382224,45,44,45,45
7964193,280299543,10,15,10,16
796489,21700755,99,23,99,31
7964912,280337292,72,4,72,22
7964960,280337253,11,15,11,18
796507,19100641,115,1,115,1
7965713,280369500,15,41,15,42
796636,26071711,90,5,90,5
7970743,281530169,85,85,85,86
7972090,280617282,61,4,61,10
7972215,280556192,8,35,8,36
7973151,280635249,22,5,22,11
7973154,280617293,21,1,21,1
7973738,280632308,91,1,91,1
7973931,280618627,17,9,17,10
7974477,280679499,7,20,7,21
7974699,280646565,45,25,45,31
7976259,280733934,153,22,153,23
7976338,282397476,31,28,31,29
7976584,283308021,62,12,62,19
7979285,283430477,37,49,37,50
7980899,281584039,53,33,53,34
7980956,280885323,18,52,18,60
7985014,280983472,34,8,34,14
798509,20332667,17,4,17,11
798569,19261623,18,43,18,44
7985691,281009617,21,64,21,65
7986566,281041183,30,10,30,12
7989501,282252420,1,14,1,20
799088,21167092,54,7,54,13
7992194,281271824,24,1,24,1
7993945,281287159,15,12,15,13
7996623,281379509,12,9,12,15
799853,19186058,19,81,19,84
7999054,281471865,36,0,36,1
799918,20634759,89,7,89,13
7999188,281465099,299,14,299,15
8000303,299409006,38,12,38,18
8000669,281525633,13,0,13,6
8002668,281570649,12,5,12,5
800500,19215143,16,4,16,5
8015035,281981437,7,4,7,5
8018417,282065648,42,1,42,1
801918,19280368,15,8,15,14
8024701,282263879,28,0,28,1
8027924,283598464,113,0,113,1
8028762,282395057,43,7,43,8
8031226,282487048,2,22,2,28
8035873,283305613,93,70,93,71
803606,19342550,77,8,77,9
8036110,293307098,259,12,259,18
803620,19346476,26,4,26,5
8038379,284124024,47,0,47,1
8040198,282762887,56,44,56,45
8044346,282878209,55,5,55,5
8044931,282897377,18,0,18,1
8046951,284451686,231,8,231,11
804894,21523912,43,49,43,50
8049671,283023006,26,1,26,1
8049898,284396706,19,63,19,64
8054033,283231770,42,8,42,16
8054172,286048571,23,20,23,23
8055074,283207032,30,31,30,32
8055708,283245771,275,2,275,2
8057027,283305255,62,0,62,1
8060834,283421716,15,1,15,1
8061377,285798655,13,31,13,32
8065038,283581865,10,8,10,9
8066228,284425697,53,8,53,14
806741,19477815,12,0,12,1
8068739,284179364,87,0,87,1
8070773,286443339,13,8,13,9
8070960,283768966,17,49,17,50
8071129,283794665,54,0,54,1
8071460,283787730,9,3,9,4
8073242,283850167,11,8,11,9
8074799,283900036,18,27,18,28
8079265,284039259,25,16,25,20
8081436,284116132,61,1,61,1
8081626,284118272,131,6,131,6
8082138,284130621,16,4,16,10
8082218,284158074,53,8,53,13
808321,19565438,19,27,19,28
8084824,284201572,29,0,29,1
8086864,311358912,25,38,25,39
8088837,284356769,119,6,119,12
808886,26656706,14,29,14,30
809071,19591883,13,1,13,1
8093609,285764198,16,2,16,8
8094590,284788792,27,3,27,3
8096740,284595322,24,24,24,25
8101051,284739575,62,1,62,1
8101652,285760642,98,8,98,9
8106283,284901201,41,5,41,5
8108032,284958599,89,36,89,41
810986,19805938,39,38,39,39
811927,19727315,50,5,50,5
812344,19736056,34,1,34,1
813344,19775105,42,12,42,13
8135188,285813397,45,81,45,82
8135828,285689920,13,8,13,9
8137713,285750978,27,12,27,15
8139186,285801053,67,41,67,42
813924,20294682,101,1,101,1
8142851,287739833,302,67,302,68
8144100,285920650,15,49,15,53
814838,19900583,108,19,108,20
8148515,286035206,3,0,3,6
8152771,286156921,17,4,17,10
8153098,291793975,43,18,43,21
8155305,286942898,96,4,96,5
815644,19958106,12,16,12,18
8159699,286391586,44,72,44,73
8160655,286424503,1,0,1,6
8161076,287098230,15,22,15,23
8162055,286472097,54,74,54,75
8163047,286500671,16,30,16,31
8165312,286557734,13,37,13,38
817372,19964211,11,3,11,9
8178439,287509851,182,185,182,186
8185245,288994616,189,8,189,13
818693,19983714,21,41,21,50
8188673,326815208,66,73,66,76
8189196,287344732,38,4,38,5
819190,20034093,29,13,29,14
8193529,287930114,31,16,31,17
819952,20042850,8,1,8,1
8200087,287757797,72,5,72,5
8200376,288636430,64,2,64,2
8202494,287793347,42,61,42,62
8202768,287837339,31,15,31,20
8203506,287813984,21,4,21,5
8204791,287857436,6,32,6,62
8204898,287929066,98,12,98,13
8205133,287853683,5,83,5,84
8205812,287892329,90,95,90,96
8208745,288585391,69,24,69,25
8210194,288019813,12,23,12,34
8212762,288089928,44,8,44,9
8212764,288118779,292,12,292,13
8214838,288147769,21,33,21,34
8220744,288358123,1,0,1,1
8222682,288461610,23,16,23,22
8223879,288485697,31,12,31,13
8223912,288491136,42,14,42,20
8224474,288800958,36,1,36,1
8227330,288643314,78,64,78,65
822785,22050536,68,58,68,59
8227985,288651571,33,67,33,68
8230474,288756295,63,23,63,43
8232979,288810426,6,9,6,10
8233812,288887363,39,17,39,21
8234122,288871356,95,84,95,89
8235326,288946143,17,1,17,1
8235921,288937183,36,4,36,5
8236907,289018222,100,112,100,113
8239315,291443712,23,4,23,5
8240729,299245949,9,31,9,32
824328,25994673,40,11,40,12
8243870,289170610,19,55,19,56
8244107,289174464,88,0,88,1
824816,27628030,35,0,35,1
824990,20272212,6,7,6,18
8253802,289495519,2,50,2,51
8253930,289487758,25,0,25,1
8256040,289570532,13,1,13,1
8258116,289646173,12,1,12,1
8258315,289650567,12,26,12,27
8259726,289802044,15,8,15,11
8259770,289711042,37,26,37,28
8261634,289757900,30,4,30,5
8262034,289767006,29,4,29,10
8263258,290426878,50,0,50,1
8266219,290569222,10,0,10,6
8266290,289893450,53,1,53,1
8271048,290063944,19,8,19,23
8272266,290095416,10,8,10,9
8272836,290115799,41,4,41,5
827296,20352426,17,8,17,13
8273070,290126614,47,1,47,1
8273620,290142206,61,1,61,1
8275134,290191260,13,2,13,8
8275537,290207851,40,24,40,31
8276451,291213492,7,54,7,58
8277647,290283270,10,1,10,1
8283890,290435103,15,9,15,13
8284657,292216033,155,51,155,61
828934,20425043,13,5,13,5
8292117,290718482,28,123,28,124
8292570,290728788,59,45,59,50
829274,67527629,20,16,20,17
8292957,290780182,15,32,15,38
8295962,290843198,19,26,19,27
8296127,290849023,9,7,9,10
8296301,290867766,23,7,23,11
8296407,290904722,121,8,121,9
829740,20463246,16,8,16,10
8297609,290904190,7,8,7,11
8298989,290938209,52,64,52,71
8300120,290965579,94,4,94,10
8302935,291063923,84,1,84,1
830335,20612498,257,6,257,20
8305726,291150600,27,58,27,59
830681,20492937,31,2,31,2
8308140,291266835,19,4,19,8
8308925,291259856,5,29,5,30
8310707,291352865,10,40,10,41
8312788,295950975,175,4,175,5
8313488,291911976,38,8,38,9
8316930,291540298,37,8,37,9
8317421,291552510,31,0,31,1
8319191,291636929,15,40,15,41
832067,20582936,26,7,26,12
8320678,291665874,11,8,11,14
8321813,291689673,11,0,11,0
8321852,291684117,9,4,9,5
8322941,291726886,17,0,17,5
8323378,291750935,36,51,36,52
832346,20572471,35,8,35,21
832377,20570624,8,4,8,5
8324146,291771176,299,3,299,4
8324753,291823958,8,16,8,31
8325800,291855397,120,8,120,9
8325847,291837730,27,8,27,14
8326240,291872510,110,0,110,1
8326256,291862881,40,8,40,9
8326806,291875032,6,18,6,22
832959,20598871,9,17,9,18
8330293,291981852,17,8,17,9
8330683,294256284,70,8,70,9
8330968,292002054,29,5,29,5
8330969,292023313,18,8,18,10
8331489,292023550,45,1,45,1
833545,20669798,37,0,37,1
8335909,292211245,24,2,24,3
8336353,292218568,31,8,31,13
8340748,292384586,182,2,182,5
8342482,292391358,5,45,5,46
8342702,292405238,135,8,135,11
8343794,292507519,11,60,11,62
8344524,292446890,41,4,41,5
8344529,292453718,10,8,10,11
834465,31750105,214,4,214,10
8344713,292453272,26,48,26,49
8346420,292502410,13,0,13,1
8347543,292567161,42,78,42,79
8348330,292579067,107,46,107,51
8348504,292580671,45,1,45,1
8348623,292584851,1,0,1,4
834919,20683782,10,93,10,94
8349741,292625754,17,21,17,27
8353208,292744260,7,5,7,5
8353502,334362070,12,8,12,11
8355839,292805641,16,1,16,1
8358468,292905965,38,8,38,9
8359936,292907461,9,41,9,42
836166,27160616,10,8,10,9
8362083,292969733,18,38,18,42
8363803,293016411,9,128,9,129
8364469,293051361,21,42,21,43
836725,20770561,26,91,26,95
8367667,294027192,34,235,34,240
8368841,293175337,17,15,17,21
8371045,293254590,14,44,14,45
8371322,293642089,17,80,17,81
8373931,293329572,33,1,33,1
8376692,293428368,2,0,2,6
8378987,293486310,18,8,18,13
8379291,293486734,10,35,10,36
8383750,293660484,17,25,17,26
8384747,294652137,57,26,57,27
8384824,293675572,65,0,65,1
8388355,293792457,27,1,27,1
8389983,293836540,7,42,7,47
839129,27610654,4,0,4,6
8393710,293937429,10,15,10,16
8397125,296184532,27,8,27,18
8398268,294107799,16,4,16,5
8400579,294158313,29,25,29,26
8401109,294184540,56,12,56,18
8401709,295384513,46,4,46,5
840179,20899903,20,8,20,11
8402553,294224589,20,1,20,1
8404987,294305002,28,12,28,13
8405432,294310001,6,26,6,27
8407233,294354912,9,0,9,1
8409715,294406071,42,1,42,1
841037,20942225,34,4,34,5
841517,20959332,13,1,13,1
8416781,294620876,49,1,49,1
8416812,294646613,78,38,78,47
8418468,294748668,45,8,45,14
8419280,294715706,8,1,8,1
8419289,295088489,3,44,3,45
8419376,294718746,52,1,52,1
8419707,294739855,32,4,32,5
842008,21033515,111,16,111,19
8420602,294776399,54,15,54,16
842131,24616358,60,4,60,5
8421394,294784387,7,7,7,13
8422669,294819355,60,8,60,10
8425354,294907752,3,0,3,6
8425714,294925004,36,2,36,2
8426405,294991654,28,8,28,10
8426539,295062943,15,0,15,1
8428405,295015922,28,8,28,9
8428567,295020499,26,5,26,5
8429358,295065502,14,49,14,62
842953,21021881,18,4,18,5
8431413,301279956,28,8,28,12
8432689,295155638,162,8,162,13
8434398,295208722,9,42,9,47
8438643,296630185,13,8,13,15
8439447,295378077,62,1,62,5
844092,21053552,14,0,14,1
8441845,295452495,16,4,16,5
8442541,295489144,27,7,27,9
8443137,295690812,6,5,6,5
8443471,429701476,28,0,28,0
8443949,295527890,11,12,11,18
8443949,295541394,103,7,103,7
8445077,295560463,8,0,8,6
8448509,295658806,47,49,47,54
8449324,295701028,81,1,81,1
8451770,295740263,20,63,20,64
8452235,296008099,9,21,9,24
8455927,295892859,124,8,124,10
8455956,295892365,25,7,25,7
8460434,296020470,36,0,36,1
8462173,296078322,10,27,10,28
8462312,296105085,26,20,26,30
8464352,296138180,42,4,42,10
8468853,296283894,91,5,91,5
8469579,296329517,9,4,9,5
8470054,296336392,140,39,140,40
8470360,296373503,32,0,32,1
8473842,296463549,32,4,32,4
8476402,296540701,57,12,57,18
8476994,296596164,22,4,22,5
8477661,296581236,23,73,23,74
8478491,296722820,39,1,39,1
8478608,296674997,18,0,18,1
8480950,296726102,6,26,6,29
8481057,296716376,8,1,8,1
8481255,299396842,32,34,32,40
8481735,296750852,92,0,92,1
848181,21173896,13,0,13,1
8484015,296849932,21,0,21,0
8485882,296876294,19,44,19,45
8488870,296958259,11,20,11,21
8490908,297057649,5,53,5,56
8493382,297137674,117,32,117,35
8493800,297229112,8,76,8,77
849535,21210529,33,1,33,1
849551,21229072,36,0,36,1
8495932,297279230,72,4,72,5
8496914,297227942,12,12,12,13
8497247,297240278,39,0,39,1
8499365,300230988,75,8,75,9
8501778,297378697,27,65,27,66
8502562,297410156,16,35,16,36
850267,21226983,39,1,39,1
8502905,297410267,25,7,25,9
850481,22805172,78,4,78,5
8505708,297486756,15,4,15,5
8506686,297509820,28,0,28,1
8507399,297553247,22,27,22,28
8508162,297573096,12,7,12,12
8508278,297570599,5,5,5,11
8508733,297592776,11,4,11,5
8509514,297912842,52,8,52,22
8511211,297691977,12,21,12,22
8512257,297726831,12,6,12,7
8514756,297808396,53,0,53,0
8515423,297818710,24,5,24,5
851659,21273116,15,4,15,5
8517255,297895791,18,24,18,25
8517645,313344555,51,141,51,142
8517734,301783501,196,72,196,73
8517814,304322789,77,12,77,14
8518594,298257562,301,8,301,9
8518814,297934646,18,0,18,1
8520330,297979647,23,4,23,5
8521368,298007631,14,43,14,45
8521444,298161440,9,33,9,34
8521998,298990358,145,58,145,59
8522095,298333036,35,4,35,5
852213,25993364,50,4,50,5
8523483,298083064,13,4,13,10
852673,21327000,13,8,13,15
852726,21310177,37,8,37,9
8528689,298735271,41,63,41,64
852928,37622511,14,0,14,6
8529291,298262707,259,5,259,5
8531529,298338177,35,8,35,11
8533721,298438544,38,45,38,46
8534693,300281180,38,8,38,14
8534832,298675764,82,4,82,5
8536119,298544499,33,8,33,10
853639,21408510,20,15,20,21
8536405,298710355,3,0,3,6
8536531,298555713,17,0,17,1
8538193,298990663,14,4,14,5
8538910,298662172,79,5,79,5
8539218,298654970,6,20,6,26
8540952,298713335,12,7,12,8
8541288,298719864,19,0,19,1
8541443,298734578,67,8,67,15
8545132,299309073,30,31,30,32
8546047,298879562,10,21,10,22
8546998,298911576,12,27,12,28
8548703,298949550,6,0,6,1
8549672,299380123,11,74,11,75
8550144,298981884,9,4,9,5
8550937,299072556,45,5,45,13
8556645,299187912,23,11,23,12
8558420,299247095,10,30,10,31
8560148,299330571,28,22,28,23
8561133,299343724,34,12,34,13
8561300,299789617,7,8,7,14
8562184,299374394,27,2,27,2
856307,21470712,25,8,25,18
8564841,299470261,42,49,42,55
8565846,299666901,68,45,68,46
8566306,299508299,37,4,37,5
856777,24039882,9,0,9,1
8568754,299582925,11,8,11,11
8569459,299621241,13,4,13,7
8570067,299649088,11,21,11,23
8570126,299652416,50,30,50,36
8571821,299702605,27,7,27,13
8572583,299753073,56,35,56,36
857605,21506549,14,4,14,5
8577245,299865238,42,4,42,5
8581722,300482841,43,72,43,73
8582712,305221527,270,8,270,15
8584459,300104649,32,4,32,5
8586471,300158134,16,8,16,15
8588643,300246068,67,17,67,18
8589103,300254013,15,3,15,4
8594959,300420578,18,8,18,9
8596468,300493806,45,12,45,13
8598814,300531034,11,4,11,5
859964,21610794,38,0,38,1
8603502,300702679,8,0,8,6
8605225,300759216,25,8,25,15
8606863,300788962,62,39,62,40
8606916,300789555,28,4,28,5
8606962,300789439,8,5,8,11
8607202,300806305,10,8,10,14
8607712,300831748,3,11,3,21
8608022,300827557,52,40,52,41
8609447,300865667,19,1,19,1
8610169,300926232,60,106,60,112
8610402,300895239,9,58,9,59
8610422,305096802,110,42,110,47
861051,21975170,61,8,61,9
8610602,300930323,16,18,16,28
8610878,300927795,88,0,88,1
8612238,300979900,119,27,119,28
8612907,301006108,99,5,99,11
8613620,301018570,38,3,38,4
8614462,301048716,11,33,11,34
8614841,301147655,22,0,22,1
861727,21660158,10,28,10,29
861909,23169499,121,16,121,21
8621379,301278282,6,5,6,11
8622855,301342002,41,69,41,70
8624578,301629728,19,1,19,1
8624830,301413969,7,4,7,5
8625008,301420037,2,0,2,5
8625063,301440947,23,110,23,111
8625633,301439875,4,4,4,5
8625661,301442711,17,1,17,1
8626622,301491065,163,4,163,5
8628724,301561803,39,39,39,42
8630729,303659900,40,45,40,51
8631118,302509608,14,1,14,1
8631677,301689393,42,6,42,7
863168,21803982,18,12,18,13
8631987,301646719,8,0,8,1
8632732,302121504,24,47,24,48
8632936,301689205,56,8,56,14
8633099,301698474,46,4,46,5
863338,23102054,28,43,28,44
8633434,301694286,68,0,68,1
863425,61808069,13,5,13,10
8635038,301745940,60,43,60,44
863527,21840986,26,0,26,1
8637632,302066715,15,20,15,21
8639190,301916443,71,4,71,10
8639447,301875026,47,4,47,5
8639558,301880200,6,5,6,5
8639604,301958990,64,46,64,47
8639693,301938131,113,52,113,53
8639742,302015371,110,34,110,35
8640020,301969058,58,49,58,50
8641519,302017432,13,10,13,16
8641710,302007106,8,4,8,5
8642334,302546676,177,10,177,14
8643140,302056471,24,27,24,30
8644323,302094827,8,0,8,6
8645459,302134468,24,64,24,65
8645642,302137009,15,3,15,4
8645846,308346415,153,62,153,63
8646299,302223120,47,0,47,1
8646443,302176440,13,4,13,11
8646448,302171178,16,4,16,5
8647096,303423751,34,57,34,61
8648035,302291505,23,4,23,5
8648503,302648775,25,0,25,1
8648956,302282820,66,9,66,15
8651574,302325525,25,1,25,1
865188,21811590,24,5,24,5
8653070,302377089,3,0,3,6
8656858,302484347,32,4,32,5
8659275,302559414,21,35,21,36
8660999,302618337,93,0,93,1
866154,21854676,7,8,7,10
8661606,302686937,52,8,52,9
8661785,302647441,7,13,7,14
8664097,302716299,38,8,38,9
866441,25620227,26,78,26,79
8665892,302753724,12,28,12,29
8665984,302756547,24,40,24,41
8666329,302762102,7,8,7,9
8667206,305001257,22,34,22,35
8667250,302791201,15,8,15,14
8667380,302789356,90,4,90,7
8667518,302789060,29,5,29,5
8669314,303112446,78,43,78,44
8671918,302895345,10,8,10,11
8671940,302899451,17,8,17,13
8672668,302927681,15,0,15,1
8673494,302949949,20,1,20,1
8674080,302964366,2,0,2,1
8674237,302969456,6,4,6,5
8675006,302994270,10,4,10,10
8676361,303045745,13,4,13,5
8678387,303119941,1,17,1,18
8679283,303120414,47,1,47,1
8680359,303154759,29,45,29,50
8681,132957,12,21,12,24
8682474,303213611,24,44,24,45
8683638,303267388,81,49,81,57
8684841,303283949,36,8,36,13
8685013,303419100,41,52,41,53
8685991,303423869,19,70,19,71
8686014,303306802,7,18,7,19
8686710,303330547,14,8,14,14
8687301,303352382,19,13,19,14
8687575,303351233,5,2,5,2
8688278,303373812,46,4,46,5
8688852,316251853,9,0,9,1
8691654,303483322,1,16,1,17
8696431,303710087,24,6,24,8
870026,22026899,7,71,7,72
8701025,303866755,93,42,93,43
8707565,305225796,51,45,51,46
8709685,304131516,15,4,15,5
8713087,304246817,4,16,4,17
8716756,306246529,20,3,20,3
8719172,304433706,4,40,4,41
8720644,304493443,1,6,1,7
8722754,304625253,24,46,24,47
8723031,304575529,44,4,44,5
8724648,304614293,7,33,7,34
8726249,304660300,15,1,15,1
8726422,304667605,16,8,16,11
872707,24591847,14,4,14,5
872737,22097389,28,15,28,16
872873,22081420,7,46,7,47
8728831,305185261,58,7,58,7
8729801,305673336,118,8,118,11
8729803,304768676,15,27,15,30
8733322,305434684,110,24,110,25
8733995,304911949,21,8,21,15
8734525,304964471,38,0,38,1
8735633,304963176,21,37,21,38
8735907,304965352,92,62,92,63
8739410,305050996,20,3,20,3
8741486,305110949,10,4,10,4
8741697,306009274,64,8,64,14
8742474,305564550,10,8,10,9
8742652,305138500,129,8,129,9
8744350,305212069,166,1,166,1
8747249,305268275,9,6,9,12
8748609,305312656,48,58,48,59
8749603,305348050,18,80,18,81
8750158,305368884,32,4,32,5
8750906,305434797,174,8,174,13
8753006,305451702,18,10,18,11
8758045,307558165,22,1,22,1
8760148,305672507,24,1,24,1
8760409,305676844,13,4,13,5
8760901,305828875,86,40,86,41
8760922,305820058,38,5,38,5
8761040,305744605,24,12,24,18
8764142,306285368,147,44,147,45
8766052,306306026,119,36,119,37
8766282,305869064,9,1,9,8
8766787,306023983,30,20,30,21
8766928,305893950,29,4,29,5
8767426,305903898,21,47,21,50
8767921,316447395,46,20,46,21
8772413,306066082,12,5,12,11
8773437,306514669,113,0,113,1
8773574,306104524,13,15,13,16
8776774,307024322,25,64,25,68
8778733,306343509,67,16,67,17
878162,413510561,35,8,35,17
8781717,306393758,14,12,14,14
878389,22261290,19,1,19,1
8785578,306542930,37,3,37,3
8786522,306544153,14,14,14,17
8787182,307361275,8,60,8,61
8788812,307362937,16,12,16,16
8790102,306668710,10,4,10,5
8790447,306681911,17,12,17,13
8792978,306761369,27,3,27,3
8793140,306758620,9,8,9,14
8794903,307341668,8,0,8,5
8796213,306866726,44,8,44,10
8796425,306859282,45,69,45,70
8797474,315617754,18,0,18,0
8798521,306930872,34,12,34,16
8798533,306924763,39,1,39,1
879879,22328799,12,7,12,20
8798841,306939673,65,3,65,4
8801421,307061942,64,1,64,1
880172,22339055,66,33,66,34
8802492,312628541,16,6,16,8
8802773,307149034,84,17,84,18
880369,22498542,33,8,33,27
8804582,307145630,9,27,9,28
8804734,309729873,117,61,117,67
8807721,307239234,13,1,13,1
8807861,307241715,47,8,47,14
8812523,307400208,9,8,9,14
8813125,307436015,49,30,49,31
8818821,307594160,54,51,54,52
8818925,307895275,146,65,146,70
8819586,308269333,271,93,271,94
8821594,307715176,96,8,96,32
8823157,307704252,10,8,10,9
8824075,307723518,2,16,2,17
8824328,307739388,34,1,34,1
8824451,307819066,74,97,74,98
8826303,308114863,11,0,11,6
882676,22449081,3,6,3,7
8827988,307839060,14,1,14,1
8828451,307856961,12,6,12,12
8830872,307945604,12,1,12,1
8831091,307953471,14,26,14,27
8831100,307955349,29,4,29,5
8832331,307997502,18,1,18,1
8833868,308055274,13,4,13,5
8834991,308084902,11,4,11,5
8837154,308140156,14,11,14,12
8837293,309858320,75,106,75,107
8838090,311780729,157,28,157,29
8840337,308227545,10,47,10,48
884132,22463458,31,22,31,23
8841944,313620525,48,224,48,225
8842792,308305364,13,11,13,16
884332,22545936,33,0,33,1
8845256,308414892,10,12,10,13
8846171,308465690,20,1,20,1
8846219,308813268,16,16,16,17
8847748,308499916,7,19,7,20
8848934,308534149,16,0,16,1
8849153,308654882,44,8,44,9
8849933,312854336,47,4,47,7
8851497,308841322,59,8,59,9
8852696,308778014,39,12,39,13
8853730,308674705,1,0,1,7
8854126,308688462,32,17,32,18
885441,23880259,13,4,13,5
885450,22554505,30,72,30,73
8854995,308704886,74,4,74,5
8855013,308782341,17,8,17,9
885633,22579883,6,0,6,6
8859585,308890917,26,12,26,13
8862610,308967939,19,4,19,8
8863455,308993255,30,8,30,14
8864844,309083244,15,41,15,42
8866103,309090496,4,4,4,10
8866488,309084856,19,1,19,1
8868802,309167053,28,42,28,43
8868969,309173184,6,83,6,84
8869059,309197090,124,1,124,1
8870706,309916265,14,34,14,36
8870783,309251479,15,0,15,2
8871743,309266616,6,0,6,5
887607,22787513,24,1,24,1
